X105_B	X10_B	X128_B	X12_B	X130_B	X133_B	X137_B	X150_B	X157_B	X172_B	X180_B	X181_B	X184_B	X201_B	X229_B	X238_B	X240_B	X256_B	X258_B	X263_B	X265_B	X268_B	X26_B	X272_B	X274_B	X275_B	X276_B	X281_B	X282_B	X332_B	X335_B	X338_B	X341_B	X343_B	X350_B	X367_B	X377_B	X383_B	X385_B	X397_B	X39_B	X42_B	X45_B	X51_B	X521_B	X526_B	X527_B	X536_B	X544_B	X549_B	X560_B	X565_B	X567_B	X572_B	X582_B	X585_B	X587_B	X589_B	X590_B	X591_B	X599_B	X608_B	X615_B	X624_B	X633_B	X637_B	X78_B	X87_B	X105_4M	X10_4M	X128_4M	X12_4M	X130_4M	X133_4M	X137_4M	X150_4M	X157_4M	X172_4M	X180_4M	X181_4M	X184_4M	X201_4M	X229_4M	X238_4M	X240_4M	X256_4M	X258_4M	X263_4M	X265_4M	X268_4M	X26_4M	X272_4M	X274_4M	X275_4M	X276_4M	X281_4M	X282_4M	X332_4M	X335_4M	X338_4M	X341_4M	X343_4M	X350_4M	X367_4M	X377_4M	X383_4M	X385_4M	X397_4M	X39_4M	X42_4M	X45_4M	X51_4M	X521_4M	X526_4M	X527_4M	X536_4M	X544_4M	X549_4M	X560_4M	X565_4M	X567_4M	X572_4M	X582_4M	X585_4M	X587_4M	X589_4M	X590_4M	X591_4M	X599_4M	X608_4M	X615_4M	X624_4M	X633_4M	X637_4M	X78_4M	X87_4M	X105_12M	X10_12M	X128_12M	X12_12M	X130_12M	X133_12M	X137_12M	X150_12M	X157_12M	X172_12M	X180_12M	X181_12M	X184_12M	X201_12M	X229_12M	X238_12M	X240_12M	X256_12M	X258_12M	X263_12M	X265_12M	X268_12M	X26_12M	X272_12M	X274_12M	X275_12M	X276_12M	X281_12M	X282_12M	X332_12M	X335_12M	X338_12M	X341_12M	X343_12M	X350_12M	X367_12M	X377_12M	X383_12M	X385_12M	X397_12M	X39_12M	X42_12M	X45_12M	X51_12M	X521_12M	X526_12M	X527_12M	X536_12M	X544_12M	X549_12M	X560_12M	X565_12M	X567_12M	X572_12M	X582_12M	X585_12M	X587_12M	X589_12M	X590_12M	X591_12M	X599_12M	X608_12M	X615_12M	X624_12M	X633_12M	X637_12M	X78_12M	X87_12M	X105_M	X10_M	X128_M	X12_M	X130_M	X133_M	X137_M	X150_M	X157_M	X172_M	X180_M	X181_M	X184_M	X201_M	X229_M	X238_M	X240_M	X256_M	X258_M	X263_M	X265_M	X268_M	X26_M	X272_M	X274_M	X275_M	X276_M	X281_M	X282_M	X332_M	X335_M	X338_M	X341_M	X343_M	X350_M	X367_M	X377_M	X383_M	X385_M	X397_M	X39_M	X42_M	X45_M	X51_M	X521_M	X526_M	X527_M	X536_M	X544_M	X549_M	X560_M	X565_M	X567_M	X572_M	X582_M	X585_M	X587_M	X589_M	X590_M	X591_M	X599_M	X608_M	X615_M	X624_M	X633_M	X637_M	X78_M	X87_M
MN00274	0	0	0	0	0	0	0	0	0	0	0	0	6.6555971706264e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29298079605267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46699013274634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0305858449779535	0	0	0	0	0	0	0	0	1.93390171433366e-05	0	0	0	0	2.26113048971485e-05	0	0	0.00453808537341622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.29814105924635e-05	0.00244119261951905	0	0	0	0	0	0	0.00246836875791023	0	0	0	0	0.000102345299038051	9.85872489747847e-05	0.000198555801657052	4.66334719522534e-05	0	0.00025064406473238	0.00045783770188418	2.21576607153794e-05	2.39441556697009e-05	2.32368080012896e-05	4.26603192440773e-05	0.00170511314852055	3.89165333032984e-05	0.000122419325766861	0.000645222595409874	2.79649722123425e-05	0.000549214075489543	1.49913280684269e-05	8.19485717477889e-05	0	0.000148472359777451	0.000321947920574957	1.26982117952035e-05	0	2.27818367691098e-05	2.34166824123169e-05	0	0.000319204289835732	2.6091208593427e-05	0.00239191238078815	0.000109345211057598	3.60824959705569e-05	0.00162479746822502	0	0.00036937297745287	0	4.40734201978264e-05	3.23818700753895e-05	8.39950638209144e-05	3.98231873562982e-05	5.36559477036741e-05	4.20836999888746e-05	0	0.000115114485109917	0	6.20952663072499e-05	1.22419800340977e-05	0	0.00033284956343998	0.000418016852014774	1.9640811666142e-05	0.000160403285791489	0.000108244438411317	0	0	2.32603002509314e-05	0.000248774065903917	0.00195824459679325	0.000298577338581306	0	8.40409657339628e-05	4.4880922200374e-05	0	0.000761219929061615	0.000158261637147241	6.07987218992414e-05	1.74492891690983e-05	3.98253998520843e-05	0.00197800863185593
MN00275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.52456146859043e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208703424048987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.60948004469553e-05	0	0	0	0.000132112632012822	0	0	0	0	0	0	0.000231182952876632	0	0	0	0	0	0	0	0	5.5662864929153e-05	0	0	0	0	0.000503345608158543	0	0	0	0	0	0.000145270282692835	0	0	0.00123496126267075	0	0.00154245013093961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217940221855649	0	1.81902692297823e-05	0	0	4.4625487343924e-05	0	0	0	0	4.24258458320101e-05	0	4.76501636253088e-05	2.8203517640954e-05	7.04910099901757e-05	0.00202548324717949	0	7.05263740936392e-05	0.000754630245821572	0.000228872912974471	0.000735635571201619	1.30714822708329e-05	0.000176851079885092	0.000600450882665566	5.81272987858593e-05	0	0.000255839969283082	0.000726146933664409	0.000696339529909931	0	8.55085663309406e-05	3.8837418219932e-05	0.000235640493933621	0.00196168897023719	3.22835028396949e-05	0	0.000275309608464546	5.00695397522549e-05	1.15336466119706e-05	0.00106257273539242	5.00644936225586e-05	0.000460663754470546	0	5.73497432262964e-05	0.00024566992966161	1.50643424792831e-05	0.000101777067865721	0.000682118186568569	0.00404245848464366	1.95263114438327e-05	0.000968958040731446	1.37710222097625e-05	4.32198108441553e-05	3.353825584774e-05	0	2.04456444663881e-05	0.00221082801015169	2.72650200275355e-05	4.41472043022721e-05	0	3.86057407667858e-05	0.00141626478511658	9.01039981987123e-05	0.000273496257541042	2.3025168949338e-05	0.000772593041992861	0	2.48399874718011e-05	0.000154547548696746	0.000634968811758319	5.41566425440357e-05	0.00117317289932967	6.02551598247991e-05	0.000271730957499503	3.7166156696479e-05	2.92314102355259e-05	3.9369615608509e-05	0.000360614560130961	3.00897722748001e-05	0.000676146099265289	0.000299784071762029
MN00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84780666847634e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000607814647704683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.1628920458117e-05	0	0	0.003474738893313	0	0	0	0	0	0	0	0.000511088449950898	0	0	0	0	0	0.000450249666870708	0	0	0	0	0	0	0	0	0	0.00294245095803082	0	0	0	0	3.59160137919684e-05	0	0	0	0	0.00114878061875908	6.9960595479579e-05	0.000189964140372883	0.00179268682756149	0	0	0	0	0.000982135239174105	0	0	0	0	0	0	0	0	0	0.00857857329087429	0	0	0.000878443528180819	0	0.000575629341497119	0	0.000768197304379081	0	8.29329977503611e-05	0	0.000344450958441778	0.00106000134503685	0.000730068121095226	0	4.61123264944436e-05	0.00088705764111258	6.31827775631938e-05	0	0.000608948210915311	0.000223499013126977	0.00115708584118994	0.000444268717100444	0.000223170425744241	0.00226325493789796	0.000721781793957255	1.96490870273604e-05	0	0	0.000755266794454847	0.000260026696364832	0.00189021873813067	0.000849723025803753	5.55753947070776e-05	0.000383047879888901	0.000697725934537155	3.7489241282297e-05	0.000702525028510354	0.000571140503318646	0.00102255870966831	0.000199161180632538	0.000645469395744295	8.65598021326112e-05	0	0.000199510170542622	0.00047175696836505	0.000129668754231368	2.34544986310972e-05	0.000244703152345238	2.81885054722337e-05	0.000204207055938882	0.00040365025497601	7.04922302027675e-05	0.000518876492552242	0.000365493352188425	0.000426691876577157	0.000227911008615338	0.000266059250212444	0.000518661173280485	5.75005505345229e-05	0.000265980705545618	0.000648206125310405	0.000840266738813321	0	2.70885851686716e-05	0.00061270623990416	0.000196987288287084	0.000570775495286645	0.000216370493228675	0.00053237121525878	5.98622622376418e-05	0.000544733500383061	0	0.00110708672968275	5.25563356901336e-05	0.000442507420997534	0.000825362449030832	7.19418989534478e-05	0.000565706203067085
MN00277	0	0	0	0	0	0	0	0.000951109924375872	0	0	0	0	0	0.000111775236867466	0	0.000865632914417486	0	0	0	0	0	0.000347861209057309	0	9.5304896769112e-05	0	0	0	0	0.000135012625390079	0	0.012399125036151	0	0	0	0	0	0	0	0.000174859218395817	0	0.000469911737585074	0	0	0	0	0	0	0.000768831151418042	0	0	4.07170738698611e-05	0	0.00311510880710125	0	0	0	0	0	0	0	0.000314815235311012	0	3.89369819836529e-05	0	0	0	2.94756872411092e-05	0	0.000401463075012262	0	0.000153405706425376	0	0.000371469368870377	0.000106322571643629	0	0	0	0	0.000391054865543876	0	0.000679384988354076	0.000587727215118482	5.91841715248627e-05	0.000767556317829462	0	0	0	0.000389424601618801	0	0.000319543944900485	0	0	0.000405393967235688	0.000504978080397828	0	0.000283949778662711	0	0.00174395257417349	0	0.000141670319658923	0	1.61578980859674e-05	0	0	0	0	0.000223500170644892	2.19472515523089e-05	0.000224248026724718	0	0	4.46994909572413e-05	0.000574105667100237	0.000722764407641903	0	0.000249233963854458	0.000286492495843591	0	0	0.000310546737988561	0.000166132607148644	0.000701170809279413	0.000222983527113998	6.91070209701356e-05	2.19057541722455e-05	0	0.00244189988824948	0	0	0	0	0	0.00026507134602557	3.81709505428189e-05	0	0.00102466213489152	0	8.01587445191375e-05	0	0	0	0.000282267086985624	0	0	0	0	0	0	0.000174181898014643	0.00119083018276064	0	0	0	0.000393155145490748	0	0	0	0.000521548714347421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000571335016132143	1.51845787043705e-05	0	0	0	0	0	0	7.86663070938305e-05	0	0.000531941732765103	0	7.98432433620576e-05	0	0	0	0	2.61453065326985e-05	0	0	0	0	0	0	0	0	0	0	2.84515613445569e-05	0	1.28364517817959e-05	0.000237124977158706	0	4.32782792140052e-05	0	2.86927708557387e-05	0.000268739991249921	0	6.51970300168057e-05	7.83372504199229e-05	0.000279231018907871	0.000167102382383844	7.29756872926508e-05	0.000213834568644247	0	0	0.000419803760929097	0	3.60157411163618e-05	0.000248342753918172	0	0.000108206304537841	0	0	0.000113955803740136	4.02095711139786e-05	0.000176341417417383	0.000429915965970637	8.27107497231304e-05	0.0002371062260767	0.000314016287139082	0	0.000123994026802466	0	0.000122837549004738	0	0.00030825884513474	4.18385199036769e-05	6.8402632339067e-05	0.000282364976720567	0	0.000119793348132379	0	0.000175958410237184	0	0	0.00256119639430452	0.0003740894599635	0.000140843263279842	3.25926947979633e-05	0	0.000314993471471243	0	0	0.000594151852661958	0.00027361579023185	0.000190999294504824	0	0.000359549011273652	0	0.00117212205192226	0.00071357468998455	0	2.49355880277406e-05	0.00171999357255859	0.000150344793908886
MN00278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929244087421526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522577734676334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36226164873231e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66132826621072e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168776798966409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128232177349733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209038993841987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000444719784143153	0	0	0	0.000286827087727802	0	0	0	0	0	8.63900302882084e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286939812992344	0	0	0	0	0	0	0	0
MN00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.69897693839625e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109818127692791	0	0	0	0	0	0	0	0	0	0	0.0198015082619037	4.18363847883871e-05	0	0	0	0	0.00400863308464425	0	0	0.0140185747657947	0	0	0	0	5.94985138569916e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426558144327856	0	0	0	0.0291486183820688	0	0	0	0	0	0	0	0	0.000103057188828071	0	0	0	6.89834124359596e-05	0.00784352547832368	0.000136043672951183	0	5.01535761016394e-05	0.00565127078643057	0.000254473465964166	0.0044027499319759	0.00353587821694874	0.000226433382809909	0.0303890646290986	5.57327885988473e-05	0.000111707997508676	0.000343011796764211	0.000271104333641356	8.44168806265182e-05	0	0.000187661723324414	0.000187984791017562	0.00179802823037494	0.000138202078266087	0.00164367150701438	0	0.00903228480759289	0.000669382651128928	0	2.74650352043068e-05	0.000249453026521725	0.0107349160184179	0	0.000312514958087388	0.000271678844963851	2.00473328997295e-05	0.00266749291220666	3.27022539648087e-05	0.000776726959624839	0.000109953282001933	0.000395640460873659	3.22531254986564e-05	0.000113524331042351	0.0105243493500903	2.89839176279967e-05	0.000223811615575204	9.13342468358169e-05	4.46014387242441e-05	1.54304878661861e-05	0	8.57265262322826e-05	0.000140229586524886	0.00028043591766833	0.000600648772303425	0.00122384433218873	0	0	0.000246004935826662	0.00240483860618788	0.000316721797619511	9.58168322017659e-05	0.000244853271307775	7.08454484064502e-05	9.57480162076325e-05	5.32375841697084e-05	7.92387676746897e-05	0.000180895416371121	0.00036597250399183	4.68393138723548e-05	0	0.000401192425285843
MN00281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.35180195485707e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.94483515827477e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64267185643652e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000286587870215889	0	0	0	2.03989731354073e-05	0	0	0	0	2.19254890736568e-05	2.6683000892811e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6510932375531e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.01934012841616e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000732676245687193	0	0	8.53289719140405e-05	1.87634785862908e-05	1.64407225420234e-05	0	0	0	1.89831950545647e-05	0.000432853898753962	0	2.00153822590593e-05	0	0	0	3.15829597311592e-05	0.0288164092606683	0	1.34216478129804e-05	0	0	0	0	4.52115114626065e-05	0	0	0	0	0	0	0	0	0	0	0.000208415096490847	0	0	2.66126724571006e-05	0	0	2.34587878370176e-05	0	0	0	0	0.00010996551710758	0	3.15671917759828e-05	0	0	0	0	1.73826880011918e-05	3.63561903659382e-05	7.81081069505966e-05	0	7.34601542423754e-06	0	0	0	0	0	0.001328234869726	0	1.53910858194667e-05	0	2.58438404663281e-05	1.99005708165726e-05	0.000137926714099928	0	0.000103640261330646	0.000169364088157375	0.0147301681117811	7.32482576097448e-05	0.000410059456475269	0.000559592915512176	2.95589485945216e-05	0.000587096874754916	0.00265098137366783	0.0088811936332566	0.000113937309270483	0	0	0.00775432932642414	0.000399076538322856	0.00126066046423588	0.00146006440527403	0.000138372003452341	0.000107148932268555	0.000130534148975391	3.35183549403059e-05	9.34622385648461e-05	6.36456770327654e-05	8.09415931558192e-05	3.30039228375973e-05	8.12372068864401e-05	3.77150801939047e-05	0.000243388147028525	0	5.9988720254932e-05	2.30791231849738e-05	1.23711466045325e-05	0.000226577196937485	0.000682515731636753	0.000335565154484512	0.000239883995469507	8.13008033485951e-06	1.96215572863661e-05	1.33043477872174e-05	7.25676854010891e-05	1.30348319432435e-05	2.39352366652793e-05	5.39096483665773e-05	2.61676542040719e-05	0.000117973510642179	0.00582384758559078	0	0	0	0.00297242728240676	4.26804165795807e-05	0.00635148269493962	8.56599865667082e-05	0.000224883030797282	0.00437749885623594	0.000732192912500041	1.45226729035542e-05	0.000166344395391445	3.99904085883409e-05	6.49630331388568e-05	1.62573157028368e-05	0.000159608044774346	0.00215561033728459
MN00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106242032855052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70172948952115e-05	0	0	0	0	0	0	8.03260140187761e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75180857329024e-05	0	0	0	0	0	0	0	0	0	5.06496887801912e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5929677041953e-05	0	0	0	0	0	0	4.47647486628204e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145686489782316	0	0	0	0	0	0	0	0	0	3.08136276339516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.56796055748369e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532614028049534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00864383414107816	0	0	0	0	0	0	0	0	0.026839488831189	0	0	0	0	0.00213149129374468	0	0	0	0	0	0	0	0	0	0	0	0	0
MN00283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.98285870795977e-05	0	0	0	0	5.7617059523069e-05	0	0	0	0	0	0.00137280659250493	0	0	3.87968854096292e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.70018256706292e-05	5.21870098825351e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04026829732831e-05	0	0	0	0	0	0	6.50461168776985e-05	0	0.00128237226731004	0	0	0	0	6.4655030913017e-05	0	0	0	0	0	0.000942809932803876	0	0	0.000256798867286868	0	5.08559348945244e-05	0	0	0	1.55680506607893e-05	0	0	4.63325747717856e-05	0	0	0	0	0	0	6.37141036583298e-05	0	0	0	0	0	0	9.83272472683792e-05	0	0	0	0	0	0	0	0	1.49863770656291e-05	3.59786106866374e-05	3.03298053428744e-05	0.000149905246942014	0	0	0	0	0	3.18302780974667e-05	0	0	0	0	0	0	0	0	4.44558141803654e-05	0	0	0	0.00208675744950377	0	0	0	0	0.000112429182672355	0.000181369264766476	0	0	0	0	0.0113352053685467	0	0	0.000108688503077706	0	0.000349609135645717	0	0	0	3.8913998372215e-05	0	0	0	2.87868690834553e-05	1.66154694220991e-05	0	3.81489190765045e-05	0	0	3.32840368865434e-05	0	0	0	2.58240967823918e-05	0	0	0	3.34504223297012e-05	0	0	0	6.32053499130075e-05	0	0	3.45487668807184e-05	2.55331503510426e-05	2.43320948363012e-05	5.86836105551489e-05	5.69598118219403e-05	0.000143989533202686	0.000438697611073065	0	4.66550143454269e-05	0.000100767801982042	0	0.00018102252369232	7.62679171847605e-05	0	0.000117298173412314	0	0.000305356989084044	0	0	0.000122409911440718	0	1.62857344829708e-05	5.0986198153661e-05	0.00014105526762818	3.41194667592615e-05	2.09193496467335e-05	0	6.59439434785084e-05	0.000104277408880139	7.58451799730308e-05	0	2.88787126717097e-05	1.59443713189176e-05	3.82775124434625e-05	0.00167325175043875	3.90826199500316e-05	0	4.69602584756771e-05	0.000137119414581209	0	9.47690734743146e-05	0.00014049397039741	0	8.03749616952103e-05	0	0	3.63839143702045e-05	2.64164418118892e-05	2.23504504427291e-05	6.80437127453806e-05	0.00010311029625008	7.90309330526254e-05	0	0	0	0	0.000151220550315712	0	0	0	0.000108584813332884	5.49286366761534e-05	6.80070030620851e-05	4.57222229045094e-05	0	4.83424512972446e-05	2.60500023297341e-05	1.30976781457725e-05	0	0
MN00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130052335892331	0	0	0	0	0	0	0	0	0	0	0	0	4.54444827714758e-05	0	0	0	0	0	0	0	0	0.00028636206911984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363784133146766	0	0	0.0025313539345195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44088906210773e-05	0	0	0	0	0	0	0	0	0	0	0	0.00548231108872535	0	0	0.000904920909663892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19512985401981e-05	0	0	0	0.000260578565953324	0	0	0	0	0	0	0	0	0	0	0	0.000144417155566748	0	0	0.00044800556952372	0.000123291836246151	0	4.72604276766791e-05	0	0.000636349980461682	0.00041630416784264	4.759357130184e-05	0.00137184513270025	0.000212008729867252	0.00272039022121005	0.000744744937217603	3.02989506991353e-05	0.0001170154014681	3.95041229542073e-05	0.00547001309930245	2.44683953620429e-05	0.002114940866322	0.000769331955624548	0	0	0.000305109760081751	0.000510864778686762	0.000219241433837313	0.000817588497815908	0.00134181045562592	0.00030487750320077	0.000364641955917216	0	0	0.0025280810283843	0.000548647132798945	5.38181608475389e-05	0.00125856636006602	1.60338387527092e-05	0.00142071222396622	0.00158333680098262	0.000105420909983602	0.000460176510409855	9.03651565709906e-05	0.000479104403016665	4.17372088672884e-05	0.00054641086897854	0	0.000838771570904824	0.000388682395335579	0.00282533978356445	0.000179992755840905	0	2.45845281680551e-05	0.00114895805766593	0.00902007596282095	0.00091360042499504	5.51684767617696e-05	0.00193201111279956	7.70010172053018e-05	0	4.86803831941808e-05	2.40939019260938e-05	9.57123748991849e-05	5.59915203880224e-05	0	0	0.00215884672219791	0.00198121498409651	0.00136752390948317	0	5.2498165363299e-05	3.77473833753048e-05	0.000377918686732273	6.43477259848479e-05
MN00285	0	0	0	0	0	1.87091863508746e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05696878619889e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335526934819536	0	0	0	0	0	0	0	0	2.71262745926913e-05	0	0	0	0	0	0	0.000349891522245348	0	0	0	0	0	9.2040704647444e-06	0	0	0	1.61636039324252e-05	0	0	0	0	0	0	0	0	0	0	0	2.77328354011178e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308779150979678	0.000329342119410162	0	0	0.0446251217630948	0	0	1.18822908103819e-05	0.000968434123846057	0	0.000100657581526962	0.00260048673610402	0	0	0	0	0	6.27730663372836e-05	0.000520684441019002	0	0	0.0381830139722977	0	0	0	0	0	0	0	0	0.00191630383456308	5.14029819568559e-05	0	0	0.000343056556301423	0	0	0.000204598395787806	2.72860315912942e-05	0	0	0	0	0	0	0	0.000205817802562872	0.00098258235030442	1.85736165236709e-05	0.000321350597973064	0	0	0	0	0	3.1642874496183e-05	0	0	0	0.000154976302037863	0	0	6.46946586332327e-05	0	0	0	0	0.00556512595566078	0.000145271430980308	0.00178917514936835	9.70548142091551e-05	0	0.00226744957743469	7.46559075520954e-05	0.00211128517393726	0.0104751592527214	0.0101071759932062	0.000855349816059249	0.0023665713349715	0.00627292653817099	0.00094599619744081	0.00217227362150077	0.0236991276943135	0	0	0.047975835891817	0.00246780910003225	0.00673827853537412	0.00103232834200933	0.00795608433756222	5.2325478415804e-05	0.000134313505267199	0.00300546414719764	0	0.0154265473756951	0.00240905682881548	0.00177280632162255	0.00391492752235663	0.00765085378700781	0.000782896165242273	0.00527734137626464	0.00020346513792479	0.000565666460837475	0	0.00236415740468919	0.00823259483570302	0.0147733857246401	4.58744050058678e-05	0.00390489378657707	0.0014783145700634	0.0013945521414991	0.017148776330367	0.00389325910830675	0.00809013568538589	0.00244211887507848	0.0140362712069676	0.0156245748944738	0.000663194017342791	0.000916757580479195	0.00513182360898689	0.0212362848251751	0.001044714504003	0.000105288026573952	0.0143055291767559	0.00619555937683843	0	0.00583920986910154	0.01309634077059	0	0.0026140408519424	0.0309882317094397	0.00451256983761826	0	0.0172720419325245	0.0174774260063918
